title,genre,duration_min,release_year,rating
Such not,Romance,102.0,2017,3.0
Dream change,Action,120.98,2019,3.6
Glass common tonight,Comedy,20.37,2006,2.6
Spend lead,Sci-Fi,149.41,2017,3.7
Draw national,Drama,170.35,1981,3.4
Leg off example,Drama,58.97,2009,2.9
Fill onto vote,Drama,36.87,1989,3.6
Official,Comedy,169.5,2016,3.8
Fast music budget,Romance,134.48,2003,4.4
Even staff girl,Documentary,155.02,2007,3.9
Decision seem follow,Horror,47.72,2015,2.4
Yes go fast,Horror,23.77,2025,2.2
Detail soon,Action,97.47,2017,4.8
Campaign arm space,Horror,75.3,2005,2.2
Vote reality,Thriller,135.14,1980,2.1
Soon relationship read,Comedy,30.45,1988,4.6
Son view,Comedy,126.82,2016,4.6
Ever line,Drama,103.53,1987,4.6
Establish project,Action,59.1,1990,3.3
Poor garden,Comedy,47.83,2003,2.2
Research especially analysis,Romance,174.41,2021,3.5
Foot plan interesting,Romance,139.63,2001,2.8
Family could control,Horror,64.0,1994,2.1
Part town,Thriller,175.47,2007,4.3
Medical bill north report,Action,82.63,1993,3.2
If word feel leave,Romance,131.11,1989,3.8
Beautiful tree general,Sci-Fi,178.14,1987,2.7
Heavy,Horror,129.8,1986,3.3
Pressure well,Horror,93.86,2008,2.4
Nature such,Comedy,46.03,1991,4.3
Meeting up town,Documentary,141.95,2002,2.7
Six quickly,Drama,149.45,2017,4.1
Still onto,Thriller,89.87,2002,2.3
Best machine,Comedy,65.31,2004,4.8
Now after yeah,Horror,43.4,2011,4.2
Drop without light people,Action,144.78,1998,2.7
Interest feeling,Sci-Fi,58.83,2003,3.0
Me oil my,Comedy,124.81,1987,4.5
Although movement or woman,Sci-Fi,69.57,1991,4.5
Employee a customer,Drama,62.99,1994,2.7
Factor speech,Sci-Fi,156.06,2009,3.1
Toward resource loss,Thriller,78.63,2010,2.9
Resource medical stay,Thriller,166.37,1995,2.5
Sell interview,Thriller,51.76,1993,3.8
Decade top thing,Drama,64.81,1995,2.3
Travel wall,Thriller,123.66,1999,4.8
Magazine industry national perhaps,Documentary,144.94,2011,3.8
Unit create movie,Romance,108.58,2019,3.8
Another cup network,Romance,176.73,1993,2.1
Economic none fight,Comedy,161.25,1990,2.2
When,Comedy,42.63,2013,2.4
Especially tree own,Romance,107.0,1983,4.0
Mention area town,Drama,138.12,1988,2.4
Statement take customer,Sci-Fi,32.27,1998,4.0
Goal food recent,Action,65.96,2023,2.6
So her well,Horror,23.59,2025,2.2
Record onto health,Thriller,27.86,1991,2.7
Believe,Thriller,123.58,2012,3.7
Phone individual want explain,Drama,155.35,1997,4.0
Lead kid act,Drama,176.48,2009,2.4
Lose,Horror,138.29,2019,4.3
Size land,Sci-Fi,86.65,2018,2.8
Information food parent model,Sci-Fi,174.19,2018,4.4
Check,Documentary,128.2,2013,2.7
Within try,Comedy,123.42,2006,3.5
Lose add,Drama,97.55,2019,4.1
Shake,Action,152.18,1994,2.2
Door them follow,Thriller,147.44,1995,2.8
Thousand available recognize,Action,140.14,2023,3.3
Natural word,Horror,155.54,2018,2.6
Industry similar possible,Horror,105.82,1987,3.2
Down difference,Sci-Fi,96.2,1983,3.9
Table,Comedy,75.61,1986,4.7
Thousand director,Documentary,92.22,1998,2.3
Strong executive wish,Comedy,134.21,1987,2.6
Left give pressure,Action,49.16,2011,3.3
Check reality,Comedy,39.07,1983,4.1
Generation to change,Comedy,137.21,2000,3.0
Contain threat field,Drama,147.29,1981,2.6
Resource past,Horror,103.32,1982,3.1
Drug free,Action,175.52,2015,2.7
Situation large,Sci-Fi,100.96,2001,2.7
Hold kitchen anything,Thriller,25.42,2001,3.6
Relationship treatment,Drama,91.65,2000,3.5
Offer account tonight,Action,95.54,2010,4.0
Wear run,Comedy,163.13,1993,4.2
Next ask increase,Action,31.21,1992,2.6
Simple they,Comedy,20.02,1985,4.7
Appear practice work,Sci-Fi,67.17,1985,2.5
Kind every respond,Documentary,143.22,2024,3.8
Side specific budget,Thriller,154.25,2022,4.5
Deep rise,Action,115.51,2000,4.4
Agreement guess,Action,113.06,2024,4.0
Indicate become continue,Sci-Fi,123.41,1989,2.8
Market wrong,Thriller,46.49,1983,2.8
Themselves three seat,Documentary,69.93,2003,4.5
Point traditional,Action,128.83,2009,3.2
Find reach,Horror,156.4,1991,3.4
Lay consumer they,Action,131.94,2019,3.0
Chance total develop,Drama,78.14,2018,2.2
Strong executive PM,Documentary,174.81,2017,3.7
Also city fund woman,Thriller,71.13,2006,4.7
Southern stay north,Sci-Fi,94.16,2016,2.6
Could treatment,Documentary,119.16,2000,3.7
Coach opportunity cut,Horror,123.3,1997,4.2
Form,Thriller,160.75,1981,3.6
According many industry,Thriller,103.0,1984,3.0
Drive lay,Thriller,134.15,2013,2.8
Scene,Documentary,37.99,1982,2.4
Develop read deal,Thriller,166.09,2022,2.5
Around security,Drama,131.11,2004,4.2
Clear,Comedy,23.6,2003,2.4
Need however imagine,Romance,30.43,2015,4.7
Data,Documentary,29.82,1980,2.8
Relate quality senior,Action,53.16,1985,3.8
Best medical,Comedy,88.67,2017,2.2
Explain newspaper,Comedy,109.07,1991,3.8
List practice,Documentary,130.7,2017,2.4
Cold guess almost,Thriller,82.86,2017,3.1
Crime senior western,Drama,89.94,1984,4.5
Person movie,Drama,131.49,1986,2.2
Alone information,Romance,114.78,2021,3.7
Indeed person look,Romance,149.32,2011,2.9
Avoid answer impact,Horror,29.72,1996,3.4
Could could,Documentary,94.35,2002,2.9
Mission foot whose change,Comedy,97.75,1989,4.2
Partner drug resource,Romance,159.54,1986,3.4
Speech it,Action,109.74,2022,4.5
Two style floor,Horror,115.51,2011,4.6
Evening necessary sister,Action,24.02,1995,2.9
Suggest week,Sci-Fi,93.88,2016,4.7
Talk situation sort,Sci-Fi,81.79,2022,2.9
Response under large,Sci-Fi,68.09,2016,2.5
Across she government,Romance,38.2,2020,2.4
Over require,Drama,103.36,1981,2.1
Someone interesting,Horror,166.35,2005,3.7
Outside Democrat,Sci-Fi,164.75,2015,4.6
Town,Action,67.66,2016,2.2
Single institution such,Comedy,93.93,2001,4.4
Son exist billion,Sci-Fi,153.27,1999,3.3
Resource drug however with,Romance,83.89,1987,2.6
Why identify method,Comedy,49.8,1988,3.7
Believe theory care,Drama,91.54,2020,4.7
Someone both three,Romance,149.23,1987,4.3
Market low,Action,173.9,2010,4.1
Senior work,Documentary,106.56,2012,2.7
Special not white,Thriller,32.43,2000,4.8
Blood structure though,Drama,136.55,2015,2.1
From light,Action,85.62,2021,3.6
Find ability few,Horror,116.59,2004,4.0
Culture employee treatment,Drama,93.12,2011,2.7
Speak your purpose,Documentary,59.81,1993,4.8
Behind truth,Drama,65.56,1988,3.2
Reduce go key,Thriller,139.17,1984,2.4
Anything this soon,Documentary,45.58,2000,2.1
Democratic building,Documentary,23.34,2006,3.7
Whom kind environmental,Romance,69.98,2024,3.3
Once cultural,Romance,136.28,2017,3.2
While interview center,Action,162.36,1983,2.1
Despite forget,Horror,153.57,2003,2.9
Religious easy,Drama,124.41,2005,2.6
Game loss value,Horror,20.28,1991,4.3
Ahead apply,Romance,62.15,1986,2.9
My identify,Horror,134.87,2012,2.7
Easy beautiful short might,Thriller,44.49,2010,2.2
Home nice,Sci-Fi,105.46,1984,2.5
Thank leg,Romance,47.48,2004,2.7
Audience mouth turn government,Romance,61.2,1996,2.2
Value though agree,Romance,41.42,2017,4.0
Perform office compare,Documentary,150.65,1984,3.3
Growth account,Drama,56.57,2017,3.8
Order hope,Thriller,33.53,2022,3.7
My top,Action,82.0,1990,4.1
Successful want special,Documentary,114.17,2023,3.9
Wish read,Action,121.72,2023,2.9
After situation phone,Action,58.23,2013,4.0
Safe career war person,Action,113.89,1982,2.3
Card standard sometimes,Action,61.02,2018,2.8
Else near lot,Comedy,35.41,1994,2.1
Indicate over,Comedy,177.21,1999,3.7
Check skin,Thriller,94.93,2003,3.7
But chance,Drama,59.01,1987,4.7
Occur deep break,Documentary,97.42,2020,4.1
Mean majority,Drama,120.22,1980,3.1
Answer friend,Comedy,93.57,2009,2.1
Study rock degree,Thriller,110.96,1997,4.7
Various wear,Documentary,28.93,2023,3.9
Then line,Romance,56.12,1980,2.6
Movement career low,Comedy,107.42,1981,4.2
Million country,Thriller,54.68,2004,4.7
Always individual purpose,Horror,153.99,1993,4.1
West computer,Horror,87.98,2015,4.4
Hard for,Documentary,86.11,1986,3.7
Along cover,Thriller,35.52,1993,3.3
Today medical,Horror,91.21,2002,2.5
Type drug allow,Comedy,73.9,2004,3.8
Town nothing,Romance,25.53,2009,2.8
Throw spring throughout,Thriller,45.73,2018,3.3
Carry always economic,Sci-Fi,160.18,1997,3.4
As,Thriller,172.3,2011,2.6
Anyone,Action,126.74,1994,3.5
Charge as pass,Romance,109.1,2012,4.1
New they program,Romance,22.09,2013,4.3
Military reveal interview,Action,37.08,1992,4.6
Success more,Horror,27.4,1985,2.9
Debate represent listen,Comedy,51.09,2018,4.3
Wear growth,Drama,79.63,1980,4.4
Series letter,Drama,132.63,1996,4.1
Listen event reflect worker,Sci-Fi,89.82,1984,2.1
Political general similar,Romance,30.8,2017,4.2
Leg ahead free,Horror,69.49,1985,2.4
Rock course,Documentary,50.15,2008,2.4
Health who strategy,Drama,167.63,1994,2.6
Bad receive firm mission,Romance,91.34,1987,3.6
Collection,Horror,60.73,1994,4.7
Become after,Sci-Fi,30.93,1997,4.6
Management series,Horror,66.8,2013,3.9
Who smile,Thriller,143.7,2009,2.5
Debate common hear,Romance,34.37,2003,4.5
Word himself loss,Action,80.71,2024,3.1
Method strategy box,Drama,94.58,2021,2.4
Church next surface,Sci-Fi,157.37,1994,3.4
Herself official,Sci-Fi,86.83,2005,4.8
Skin between process,Action,100.92,1990,2.5
See central possible,Action,49.98,1999,4.6
Stop serve,Documentary,111.96,1990,4.5
Daughter half between responsibility,Thriller,140.98,2001,3.5
Of class,Drama,91.8,2015,2.2
Myself huge voice,Action,151.07,2006,2.4
Enter phone,Drama,98.75,2008,2.2
Report,Documentary,157.57,2013,4.4
Military itself card,Thriller,115.17,2013,3.9
Idea herself,Thriller,119.85,2018,3.1
The nice without,Action,104.76,1985,2.1
Race tend structure,Horror,31.59,2023,2.3
Later offer rock,Documentary,43.62,1981,4.1
These over natural,Romance,78.24,1985,4.7
Outside move exist,Thriller,60.13,2023,3.8
Together,Horror,163.58,2017,2.5
This human,Comedy,88.87,1990,2.8
Pull camera,Romance,99.68,2008,2.5
Gas build feel,Horror,153.19,2021,4.0
List wide seat pretty,Thriller,168.3,1984,3.1
Involve history,Romance,153.59,1983,3.0
Watch,Romance,52.88,2000,4.3
Share,Thriller,53.58,1984,3.5
Avoid see beautiful,Drama,156.28,2007,4.3
Tough development full,Sci-Fi,161.94,2024,3.1
Pick explain,Horror,154.96,2013,2.6
Deep start three,Drama,133.86,2002,4.4
Method knowledge,Comedy,143.07,1980,3.2
Free recognize miss,Romance,158.77,2008,4.2
Keep others change,Drama,107.94,1984,3.2
Animal region election,Romance,97.33,2024,2.0
Manage no increase,Romance,126.63,2013,4.1
Food human,Documentary,126.76,2013,2.1
Sense consider,Drama,28.57,2008,2.7
Never instead,Sci-Fi,90.79,2007,4.3
Hear simple,Action,67.33,2008,3.8
Nice worker also,Thriller,142.45,2022,4.2
Daughter time,Sci-Fi,132.71,2018,3.2
Cultural avoid,Drama,140.31,1980,3.3
Design various,Documentary,137.16,2004,4.1
Man house,Sci-Fi,153.9,2005,2.1
Sit tell,Comedy,176.37,2000,3.3
Voice reality result,Drama,125.64,2016,3.1
Economy structure,Drama,151.57,2008,3.9
Act science open,Action,150.04,1989,2.4
Tax owner evening right,Documentary,161.24,1989,2.7
Doctor method,Documentary,21.88,2013,2.3
You short,Thriller,102.89,2014,2.5
Fast lawyer edge world,Horror,56.28,1996,3.8
Increase middle state,Drama,67.79,2022,3.7
Prove off group,Action,103.23,2007,4.4
Daughter challenge we,Drama,150.4,2012,4.7
Operation teacher institution,Thriller,36.53,2008,4.6
Represent apply,Drama,124.77,1994,3.2
Remember major customer,Action,102.45,1991,2.4
Plan difficult,Drama,43.15,2002,4.1
Peace until add,Action,121.85,1992,2.5
Structure successful,Thriller,141.3,1988,3.6
Sell add decision,Documentary,80.42,1992,3.4
Good vote move,Comedy,56.14,1985,2.9
Necessary girl,Horror,76.88,2014,3.6
Agreement situation thing,Romance,161.11,2005,2.6
Play admit another,Comedy,173.35,1985,3.4
Performance use choose,Comedy,147.9,2001,4.7
Later dog player,Comedy,141.96,2023,4.0
They force culture trip,Horror,166.8,1982,3.4
Strategy herself kid,Sci-Fi,89.98,1996,4.5
Carry usually,Comedy,30.77,2012,2.1
Certainly important,Horror,101.18,2010,2.2
Stand although,Documentary,88.68,2020,4.6
Attorney him,Horror,109.35,1984,4.5
Thousand production,Sci-Fi,101.64,2024,4.3
The work,Horror,74.16,2025,4.7
Western certain,Romance,178.79,1995,3.5
Crime rock run,Documentary,134.94,1997,4.3
What show,Drama,77.2,1994,3.4
Professor investment,Drama,106.64,1988,2.5
Article water with,Romance,47.15,2007,2.1
Eye activity quickly figure,Comedy,94.23,2022,2.7
Put environment money,Sci-Fi,37.83,2000,2.1
Why risk recently why,Drama,65.75,2022,3.0
Sing daughter worry,Action,52.33,2008,2.4
Energy attack,Thriller,119.01,1995,4.1
Because people whether,Documentary,39.42,2017,3.6
Soldier safe,Action,142.26,1991,4.1
Through fact,Documentary,157.72,2007,4.2
Hospital,Thriller,156.67,2003,3.3
Design represent seven put,Horror,69.24,2019,2.6
Fish not,Action,39.28,2001,2.9
Common cut,Thriller,150.81,2015,3.5
Four,Comedy,78.1,2014,3.4
Development,Action,116.65,1996,4.3
Interesting threat,Romance,87.47,2015,4.5
Seven anything,Documentary,69.83,2023,3.6
Throughout air suffer,Thriller,72.81,1994,3.0
Find,Thriller,132.62,1997,3.9
Suffer why office,Comedy,84.4,2009,3.0
Operation event behind,Horror,46.42,2001,4.8
Other compare,Sci-Fi,145.16,2012,3.3
Evening there,Documentary,157.75,2005,3.0
Single total,Horror,84.2,2002,2.2
Later age marriage,Action,72.57,1988,2.3
Specific factor,Sci-Fi,80.58,2015,3.3
Another tough process,Sci-Fi,101.77,2007,2.6
Expect far,Thriller,133.43,2010,4.3
Collection glass open,Documentary,137.07,1987,2.9
North expert conference,Action,29.96,1988,4.6
Arm situation course follow,Horror,66.27,2014,2.5
Understand present,Sci-Fi,102.86,1997,2.2
Just herself value,Drama,140.29,2023,3.6
Pretty current difference,Documentary,48.06,2015,2.4
Recently,Horror,128.3,2000,4.7
Computer,Sci-Fi,129.11,1983,3.6
Mouth,Action,94.59,2009,3.3
Life from,Horror,23.25,1990,2.5
Relationship continue,Sci-Fi,87.29,2000,3.3
Financial design,Sci-Fi,93.46,1983,4.3
Attack into answer,Action,36.28,2019,3.2
Set research,Documentary,156.24,2023,3.5
Scientist human town,Drama,141.89,2005,3.8
High trouble,Thriller,95.31,1987,4.7
Car address protect,Drama,81.8,1991,3.1
Raise budget,Sci-Fi,173.37,2021,4.7
Future writer modern animal,Comedy,44.62,2006,4.3
Attack,Drama,179.76,1989,4.6
Turn participant,Action,64.33,1980,2.2
Indicate seat,Documentary,41.74,2016,4.3
Increase agency recently,Drama,154.15,1991,2.8
Through support,Horror,26.43,2024,3.2
Relationship situation sure,Sci-Fi,165.93,2009,2.3
Project lot effort,Romance,105.47,1997,3.9
Let thing,Romance,50.4,2025,3.9
Event conference,Action,123.51,2013,4.4
Central,Horror,43.37,2012,2.6
Law discover pattern,Horror,48.3,2011,3.2
For case,Thriller,164.45,2020,3.0
Cost instead all,Sci-Fi,142.68,2010,4.2
Fight no,Thriller,34.33,1999,4.5
Sometimes court,Sci-Fi,26.99,2020,2.3
Force seven current,Drama,116.72,1998,3.9
Matter director space,Thriller,129.92,1993,3.4
Site while,Horror,49.6,2017,3.2
Huge decade also,Action,169.21,1990,2.7
Fear lot,Thriller,43.74,2016,2.3
Town performance article,Action,132.78,2015,4.7
Fire those,Action,139.96,2017,4.0
Pay this,Comedy,41.89,2011,4.4
Source over,Romance,96.32,1999,3.7
Message enough sea simply,Comedy,119.16,2008,4.7
Part office fight,Comedy,125.09,2002,2.9
Little dark southern,Drama,32.45,1992,2.1
Send,Action,41.5,2010,4.0
Seek phone use,Documentary,73.01,2015,4.3
Type contain,Comedy,72.68,2018,3.0
Day grow international,Drama,119.36,1996,3.1
Whether expert manager center,Romance,126.29,1993,2.2
Fight away deal series,Sci-Fi,107.33,2004,3.1
Mind toward,Thriller,50.14,2023,4.0
Cultural campaign,Documentary,179.33,2018,2.4
Manager both discuss,Sci-Fi,143.47,1998,3.1
Traditional person interesting,Action,89.12,2015,2.3
Hope especially,Romance,37.08,2007,3.1
Leader garden produce,Documentary,125.43,1995,4.0
Necessary second Democrat,Thriller,93.84,1986,4.1
Song either deep myself,Documentary,83.72,1982,2.5
Politics last computer,Drama,148.52,1984,2.1
Wait eye increase and,Sci-Fi,168.78,2023,4.7
Officer notice eye,Thriller,178.99,1988,3.7
Low certain scientist,Thriller,36.66,1980,2.8
Training,Action,137.18,2020,2.5
For deal two,Sci-Fi,132.82,1995,4.1
Budget positive to,Documentary,106.97,2017,3.7
People when forward,Thriller,168.96,1984,2.4
Yet imagine help quickly,Sci-Fi,149.21,1989,2.2
Long quickly,Documentary,151.5,2023,2.2
Might tree whatever,Horror,77.54,2024,3.0
Education her onto,Romance,69.63,1990,4.5
Through choice employee,Comedy,117.49,2004,4.1
Thousand sense,Horror,100.48,2004,3.3
Executive,Horror,84.05,2025,2.2
Pattern break final,Comedy,67.83,2015,2.1
Step seven provide,Romance,120.12,1997,3.9
Over player could often,Sci-Fi,151.85,2014,3.9
Create season,Horror,121.29,1982,4.4
Necessary chair which discuss,Romance,37.36,2019,3.8
Time night manager,Drama,48.02,2017,2.6
High hard hotel community,Sci-Fi,48.22,2023,4.7
Contain group,Action,103.52,2004,3.0
Product or room,Sci-Fi,55.26,1998,2.3
Suggest room,Action,92.59,2018,3.0
Prove purpose,Documentary,113.72,2012,4.8
Fill ok,Action,125.18,1981,2.1
Field yes,Sci-Fi,117.68,1984,4.3
Management wife simple,Documentary,133.87,2021,3.6
Pick book picture,Romance,171.36,2021,4.4
Pm real special,Horror,79.79,2005,3.5
Every environment,Comedy,112.48,1984,2.2
Country,Sci-Fi,176.38,1984,4.2
That truth,Documentary,96.84,2016,4.4
Condition field,Thriller,167.92,2012,3.1
Experience nearly,Drama,63.79,1997,3.2
Discussion behavior form,Sci-Fi,110.97,2023,3.2
Nothing threat example,Action,149.97,1996,4.7
Capital keep,Comedy,162.83,2006,2.9
Us than,Thriller,171.61,1996,4.2
This,Drama,175.96,2018,2.1
Tree behind real,Horror,168.19,2016,2.4
Where something,Horror,105.34,2003,3.7
Let pressure,Thriller,135.65,1999,2.5
Everyone,Drama,46.17,1980,3.1
Turn artist son,Romance,109.47,2015,2.3
Color shake growth,Thriller,174.87,1994,3.2
Life within,Romance,54.21,1989,2.7
Easy task,Horror,48.64,2007,2.8
Reduce analysis,Documentary,23.62,2007,3.6
Fish ask conference,Comedy,178.34,2025,3.8
Writer firm,Comedy,114.96,2003,4.4
There none,Sci-Fi,93.76,1994,4.0
Partner particular machine star,Drama,104.43,2007,3.4
Vote consumer there,Drama,89.3,1999,4.0
Budget building,Comedy,93.68,1990,2.9
Song we,Horror,138.79,2012,3.2
Receive control hope,Romance,83.31,1988,2.2
She decision,Horror,116.01,2012,4.2
Early office,Documentary,172.03,1991,3.8
What market care,Drama,67.58,2017,3.0
Enjoy share movement,Drama,118.71,1991,3.1
Indeed wrong,Horror,57.72,2025,4.5
Cup family spend,Sci-Fi,23.45,2017,4.7
Keep best side,Action,107.17,2021,4.7
Since recently sing,Romance,93.58,1998,2.3
Organization conference politics,Sci-Fi,37.55,2025,3.2
Which oil,Thriller,76.72,1988,3.7
Long individual,Drama,130.54,1999,2.8
Material career rest,Drama,73.07,2020,2.6
Knowledge commercial,Comedy,167.2,2006,4.6
Edge significant,Comedy,134.17,1998,3.6
During despite,Documentary,102.88,2001,3.3
Defense behind start,Action,42.1,1993,4.0
Ok find,Documentary,68.67,1983,4.3
Protect really answer,Action,152.34,2001,3.3
Probably,Romance,26.0,1987,3.8
Theory enjoy,Sci-Fi,147.54,1995,2.1
Law conference final,Horror,175.28,2000,3.8
Maintain require where east,Comedy,74.86,1988,3.5
Kitchen international serve,Action,51.19,1992,3.5
Her just,Documentary,78.65,2009,2.3
Player simple,Sci-Fi,36.31,2006,3.4
More reflect,Thriller,47.9,2008,3.6
Now miss unit,Comedy,106.79,1996,3.0
Recent attorney,Drama,52.48,2025,4.6
Would truth scene,Documentary,85.37,2007,3.8
Door manager need,Horror,154.99,2024,2.3
Sort necessary,Action,73.03,2013,3.8
Resource single base,Comedy,27.85,1985,4.1
Support support,Thriller,161.35,1989,4.4
Listen foreign material,Thriller,158.69,2020,3.4
Wrong nor get,Horror,61.96,2001,3.5
Nor task clear,Documentary,25.29,1987,2.9
This whose,Action,73.62,2012,4.2
Cut return phone,Romance,113.34,2003,2.7
Country learn,Thriller,77.94,2015,2.9
Upon price,Thriller,44.31,2003,4.3
Interesting try change,Romance,120.3,2011,2.5
Kind executive reality,Thriller,84.89,2008,3.6
Seem store,Comedy,93.67,1986,4.5
Experience perform among,Documentary,53.48,1990,2.2
Growth party,Comedy,37.37,2006,3.2
Why however through,Comedy,112.2,1996,3.4
Other should safe,Horror,109.16,1987,3.2
Sit term human,Horror,109.76,1988,4.6
Sense power,Romance,158.46,1997,3.9
Baby staff,Comedy,162.46,1998,4.0
Discover world discussion,Romance,114.45,1983,3.7
Number kind garden,Documentary,78.32,2020,3.6
Yard many people five,Horror,36.24,2021,4.4
Energy executive within,Thriller,154.38,2000,2.6
Draw firm,Action,131.92,1984,4.3
Move across,Comedy,113.29,2004,3.6
Four food discuss,Drama,78.02,1996,2.2
Visit interesting or,Sci-Fi,40.21,1993,2.9
Issue recently,Horror,90.26,1981,4.2
Information garden,Drama,103.45,1995,3.5
Road sort,Comedy,49.34,1993,2.5
Create mission,Horror,61.57,2025,2.5
Career join wish,Horror,107.36,1991,4.5
Mrs key,Sci-Fi,40.34,2016,2.8
Heavy,Drama,64.29,2019,3.7
Move call tree,Horror,152.67,2003,2.5
Close nothing now would,Comedy,39.5,1995,4.5
Candidate fire short message,Thriller,90.57,2015,4.2
Memory,Sci-Fi,128.65,2018,4.0
Business avoid bad,Drama,111.64,1993,2.3
Design walk,Thriller,121.13,1992,3.8
Factor subject,Comedy,39.71,1984,4.1
Happen unit,Horror,36.39,2006,4.4
Our training,Romance,82.12,1995,4.0
Manager improve,Thriller,71.82,1993,4.5
Design other,Comedy,149.28,2014,4.3
Range art increase,Action,99.96,1992,3.0
Up piece significant,Romance,29.09,1998,2.8
Worry claim week,Comedy,64.27,2017,3.8
Way employee mean,Action,155.61,1984,2.1
Media,Action,174.17,1999,2.9
Several behavior up,Drama,69.81,2021,4.0
Price sign,Documentary,44.82,1980,3.5
Country take use,Drama,98.23,2004,4.7
Everything economic,Thriller,56.3,1984,3.0
Not analysis each,Action,79.25,1994,3.2
Sea source must,Drama,34.16,2004,2.1
Color garden Democrat,Documentary,149.34,1983,2.4
Any participant,Romance,175.05,2008,2.9
Capital history point,Action,82.49,1988,4.6
Rest between,Sci-Fi,41.08,2000,2.6
Contain several show,Documentary,54.89,1988,4.6
Sometimes right,Romance,34.68,1999,2.2
Instead whether,Horror,113.94,2012,4.8
Culture along guy,Documentary,171.45,2003,2.2
Few resource,Horror,58.1,1985,3.9
Reduce wide,Romance,118.35,1988,4.0
Claim,Drama,163.84,2013,2.0
Thousand financial door,Horror,112.55,2010,2.8
Spring five,Thriller,36.72,2012,4.4
Republican owner understand,Romance,63.28,2006,3.5
Issue truth,Romance,128.16,2019,3.2
Range third,Drama,21.96,1990,2.3
Whether institution second long,Romance,147.71,2009,3.3
Upon,Action,174.31,1983,4.4
Model third,Horror,20.13,1997,2.0
Design black free world,Documentary,108.02,2006,3.8
Benefit add read,Comedy,41.11,1987,3.7
And event truth,Action,97.99,2000,2.6
Do along technology,Sci-Fi,77.15,2009,2.1
May involve everything,Drama,82.71,2012,2.5
Dream executive,Comedy,76.61,2009,4.3
Blood power her,Romance,101.16,2023,3.8
Try memory effect,Drama,172.16,1996,4.2
Doctor somebody,Drama,163.62,2001,3.0
Threat it,Comedy,136.65,2013,3.9
Off whether,Thriller,165.85,1985,2.1
Mention itself her card,Drama,92.45,1998,3.4
Newspaper hold training,Comedy,67.73,2007,2.8
Cell,Drama,169.74,1997,3.8
Challenge here,Comedy,81.41,2021,3.7
Candidate economic,Romance,21.24,2013,4.8
Picture everybody fish,Thriller,61.76,2021,2.1
That public,Romance,144.2,1993,4.7
Play,Thriller,107.02,1980,2.1
Town of,Documentary,51.12,1994,2.8
Method all manage,Horror,30.72,1995,3.1
Officer agency win,Thriller,31.33,1999,2.1
Analysis miss own,Horror,100.26,2012,4.4
Anyone interest purpose,Drama,21.09,2016,2.4
Ahead from find,Sci-Fi,111.21,2016,4.0
Activity,Documentary,85.73,2007,2.6
Account room,Romance,56.16,2024,4.4
Them gas statement,Comedy,167.99,2023,4.1
East,Thriller,46.57,1999,4.6
Month,Romance,135.7,2022,4.4
Upon technology,Horror,150.9,2014,2.3
Century employee listen,Action,131.66,2002,2.3
Begin different,Horror,114.8,2007,3.6
Compare class,Drama,169.96,2022,3.0
Movement consumer,Romance,41.42,2013,3.8
Public west,Romance,103.02,2018,2.3
Sport boy quickly keep,Comedy,162.76,1996,2.1
For true,Action,31.8,2001,3.2
But Democrat painting,Romance,140.97,2022,3.6
Full rock necessary,Comedy,150.27,1994,2.4
Nothing,Romance,65.75,2018,4.6
Baby indeed,Drama,74.36,2004,2.4
Recent few current mission,Thriller,95.56,1998,3.1
Without generation,Thriller,130.21,1988,2.8
Consider true relate tell,Sci-Fi,48.74,1996,3.0
Space unit interest direction,Documentary,104.92,2005,3.5
Attack owner,Sci-Fi,104.17,1994,3.0
Voice itself,Drama,20.42,2022,3.7
It budget edge,Action,71.38,1989,3.8
Once inside billion,Comedy,54.06,1982,3.9
Mouth our,Documentary,30.78,2021,3.2
Prevent executive rise,Documentary,153.65,2023,3.4
Second teacher,Sci-Fi,166.06,2020,3.4
Must indicate,Comedy,173.15,2022,4.2
And before better,Horror,169.11,1981,3.7
Hold,Documentary,154.17,1996,2.1
They range,Action,109.31,2013,3.8
Whether side,Drama,69.56,1997,4.5
Show evening,Action,177.61,2020,4.8
Bar remember too,Romance,113.35,1989,3.0
Issue Mrs class,Documentary,30.8,1983,4.3
Part grow interview,Action,55.41,2019,2.9
Often once event,Action,120.33,1996,2.3
Accept the day,Thriller,54.0,2020,4.2
Beautiful house,Romance,29.06,1994,2.3
Very nothing,Comedy,144.45,2021,2.5
Style perhaps receive,Documentary,173.39,1980,3.0
Heavy degree establish,Horror,108.18,1991,4.5
Source green,Thriller,31.72,1981,4.8
Attention guy where,Action,52.28,2017,2.2
Late five light,Comedy,178.97,1999,3.4
Free probably clear,Documentary,178.23,1997,2.9
Leave building paper,Romance,161.21,2022,2.1
Base teacher visit,Comedy,39.28,2014,4.1
Surface dinner,Comedy,102.62,2024,3.3
Even group,Thriller,74.64,1991,4.7
Learn happy throughout,Documentary,175.55,1999,2.2
Wrong tonight,Sci-Fi,123.49,1994,2.5
By,Drama,160.27,1993,4.8
Whose,Comedy,140.06,2001,3.0
Policy evidence same general,Horror,53.44,1994,4.1
Accept church contain,Drama,138.97,2022,2.3
Back believe allow,Documentary,142.99,2007,2.5
Lot much,Documentary,62.14,2021,2.3
Decide,Sci-Fi,84.1,1995,3.6
Bill general article,Sci-Fi,90.91,1986,2.0
Toward chair live,Romance,79.29,2002,4.5
